Wall time,Step,Value
1555208072.1873696,50,106.1307373046875
1555208072.7444026,100,56.30669021606445
1555208073.782092,200,26.96605110168457
1555208074.313619,250,22.3156795501709
1555208074.7904274,300,21.79012107849121
1555208075.3295727,350,19.034082412719727
1555208075.8318212,400,18.547948837280273
1555208076.3233163,450,17.742137908935547
1555208076.9296675,500,17.42488670349121
1555208077.459326,550,15.55850887298584
1555208077.9962287,600,16.4696044921875
1555208078.5597155,650,13.823363304138184
1555208079.0618932,700,12.925675392150879
1555208079.6055212,750,13.977089881896973
1555208080.0445268,800,12.498738288879395
1555208080.4864373,850,14.680948257446289
1555208080.926066,900,12.32862663269043
1555208082.815756,988,12.588017463684082
1555208083.2547467,1038,10.794754028320312
1555208083.716566,1088,10.848926544189453
1555208084.192552,1138,9.818784713745117
1555208084.692453,1188,10.282094955444336
1555208085.2000017,1238,10.520235061645508
1555208085.6567836,1288,10.501311302185059
1555208086.10038,1338,9.453469276428223
1555208086.5324779,1388,10.13736343383789
1555208087.011034,1438,8.378937721252441
1555208087.9676123,1538,9.959280014038086
1555208088.4050367,1588,9.1611328125
1555208088.8490598,1638,9.656072616577148
1555208089.2909532,1688,8.110118865966797
1555208089.726004,1738,9.556678771972656
1555208090.2012193,1788,8.608778953552246
1555208090.667606,1838,8.027782440185547
1555208091.4375503,1926,8.208904266357422
1555208091.880106,1976,7.744967460632324
1555208092.3239067,2026,7.070405960083008
1555208092.7916162,2076,7.225175380706787
1555208093.2455168,2126,6.821807861328125
1555208094.1333637,2226,6.776981353759766
1555208094.6032314,2276,6.588144779205322
1555208095.0958104,2326,5.9665846824646
1555208095.5774457,2376,6.37517786026001
1555208096.1314428,2426,7.5377678871154785
1555208096.6368215,2476,6.48400354385376
1555208097.158359,2526,7.3590264320373535
1555208097.7056077,2576,6.178459644317627
1555208098.2660031,2626,6.5733723640441895
1555208098.7773192,2676,6.414373397827148
1555208099.2793536,2726,5.939903736114502
1555208099.728679,2776,5.320074081420898
1555208101.5809174,2864,5.061389446258545
1555208102.0194902,2914,5.693096160888672
1555208102.4569178,2964,5.629495620727539
1555208102.8929958,3014,5.557436943054199
1555208103.3423045,3064,5.231183052062988
1555208103.848253,3114,5.347814083099365
