Wall time,Step,Value
1555984957.5533586,50,103.84457397460938
1555984957.946306,100,71.63597106933594
1555984958.808001,200,35.1108283996582
1555984959.2099254,250,29.56270408630371
1555984959.6178348,300,26.114316940307617
1555984960.0257423,350,22.161645889282227
1555984960.5024672,400,20.884727478027344
1555984960.9662263,450,20.659521102905273
1555984961.4359705,500,20.40894317626953
1555984961.940619,550,18.9554443359375
1555984962.42632,600,17.212848663330078
1555984962.9439354,650,17.833864212036133
1555984963.5074277,700,16.48323631286621
1555984964.0150695,750,18.461362838745117
1555984964.4997728,800,15.862992286682129
1555984964.9735053,850,16.856178283691406
1555984965.4412632,900,16.435522079467773
1555984967.5496142,988,16.54057502746582
1555984968.0323224,1038,13.392807006835938
1555984968.4950843,1088,15.904231071472168
1555984968.9628315,1138,14.170244216918945
1555984969.4355717,1188,15.106195449829102
1555984969.898329,1238,14.385279655456543
1555984970.367075,1288,14.345702171325684
1555984970.8348253,1338,14.250452041625977
1555984971.2926,1388,13.641613006591797
1555984971.7643378,1438,14.331974983215332
1555984972.6998339,1538,13.074721336364746
1555984973.1675832,1588,12.873377799987793
1555984973.6233644,1638,11.430327415466309
1555984974.1150472,1688,14.740464210510254
1555984974.5917819,1738,12.537893295288086
1555984975.0565302,1788,11.599730491638184
1555984975.560182,1838,12.099339485168457
1555984976.3700144,1926,12.697700500488281
1555984976.85372,1976,12.50985336303711
1555984977.3025198,2026,11.27883243560791
1555984977.7493248,2076,11.608463287353516
1555984978.195133,2126,10.616077423095703
1555984979.1096928,2226,12.168715476989746
1555984979.5744424,2276,11.479045867919922
1555984980.0850747,2326,11.070281028747559
1555984980.583741,2376,10.578834533691406
1555984981.3337352,2426,11.384970664978027
1555984981.8114576,2476,10.405814170837402
1555984982.3520112,2526,11.305036544799805
1555984982.8726175,2576,9.285614967346191
1555984983.388239,2626,11.85429573059082
1555984983.8699524,2676,10.541455268859863
1555984984.5341728,2726,9.868051528930664
1555984985.158504,2776,10.94802188873291
1555984987.2169945,2864,9.834894180297852
1555984987.6408606,2914,9.885943412780762
1555984988.0996346,2964,9.2660493850708
1555984988.653153,3014,9.297895431518555
1555984989.0770173,3064,9.746269226074219
1555984989.5397809,3114,9.346912384033203
1555984990.185054,3164,9.461141586303711
1555984990.68372,3214,10.2099609375
1555984991.3130364,3264,9.23971939086914
1555984992.1497967,3314,9.521992683410645
1555984992.837955,3364,9.289728164672852
1555984993.3136828,3414,9.30905818939209
1555984993.9469883,3464,8.816926956176758
1555984994.4436595,3514,8.987156867980957
1555984994.9203844,3564,7.514740943908691
1555984995.4110718,3614,7.72014045715332
1555984996.5749578,3714,9.630926132202148
1555984997.5712926,3802,7.635910987854004
1555984998.1746778,3852,8.328165054321289
1555984998.7371738,3902,8.257939338684082
1555984999.1680202,3952,7.726827144622803
1555984999.7205412,4002,8.428020477294922
1555985000.1882906,4052,9.346320152282715
1555985000.7398136,4102,8.28283977508545
1555985001.166673,4152,7.992863178253174
1555985001.7271726,4202,8.570636749267578
1555985002.2846813,4252,7.647993087768555
1555985002.8192506,4302,6.885071277618408
1555985003.26207,4352,7.877784729003906
1555985003.6879272,4402,7.9907002449035645
1555985004.1137881,4452,8.18078327178955
1555985004.5496213,4502,7.839848041534424
1555985004.9834607,4552,6.570120811462402
1555985005.4173002,4602,7.902226448059082
1555985005.842163,4652,6.903186321258545
1555985007.8557758,4740,6.668792247772217
1555985008.3005857,4790,6.850867748260498
1555985008.7523828,4840,6.746414661407471
1555985009.8035643,4890,6.790395736694336
1555985010.2573504,4940,6.649066925048828
1555985010.7021613,4990,6.8507232666015625
1555985011.1340055,5040,7.550459384918213
1555985011.560863,5090,6.8005805015563965
1555985011.9867246,5140,6.637762546539307
1555985012.4205637,5190,7.975393772125244
1555985012.8962905,5240,7.247101783752441
1555985013.3560603,5290,6.83381462097168
1555985013.7908971,5340,6.6753435134887695
1555985014.2367046,5390,6.264766216278076
1555985014.6745327,5440,6.9428324699401855
1555985015.12533,5490,6.267035007476807
1555985015.566147,5540,6.77317476272583
1555985015.996994,5590,6.380136966705322
1555985016.7619474,5678,6.1289567947387695
1555985017.1987793,5728,6.397756099700928
1555985017.6326184,5778,6.679469585418701
1555985018.0644631,5828,5.3824992179870605
1555985018.4992995,5878,7.074136734008789
1555985018.9391232,5928,5.617251873016357
1555985019.3749568,5978,5.086169242858887
1555985019.8018148,6028,5.761999607086182
1555985020.2366514,6078,5.955175876617432
1555985020.666502,6128,5.6745219230651855
1555985021.0963519,6178,6.194043159484863
1555985021.5301917,6228,5.723604679107666
1555985021.9700139,6278,5.8894782066345215
1555985022.3988948,6328,5.610861301422119
1555985022.8506868,6378,5.649796962738037
1555985023.364313,6428,6.46664571762085
1555985023.8081267,6478,5.915117263793945
1555985024.382588,6528,6.976992607116699
1555985026.7173412,6616,5.1740498542785645
1555985027.22997,6666,5.646796703338623
1555985028.4048264,6766,4.780418872833252
1555985029.0171888,6816,6.284784317016602
1555985029.5667202,6866,5.215756416320801
1555985030.7894473,6966,5.367158889770508
1555985031.255202,7016,5.435887813568115
1555985031.7877784,7066,4.842078685760498
1555985032.6155608,7116,5.211879730224609
1555985033.1431506,7166,5.242710113525391
1555985033.6926801,7216,5.794783115386963
1555985034.244205,7266,4.911589622497559
1555985034.7438674,7316,4.9767913818359375
1555985035.5237803,7366,4.840853691101074
1555985036.4562857,7416,5.736054420471191
1555985036.9659216,7466,4.602848052978516
1555985037.8615263,7554,5.270115375518799
1555985038.3901124,7604,4.674288749694824
1555985038.9047341,7654,4.807305812835693
1555985039.3704965,7704,5.594634532928467
1555985039.8871067,7754,4.710129261016846
1555985040.3937511,7804,4.553305625915527
1555985040.8674836,7854,4.40522575378418
1555985041.3212707,7904,4.476633548736572
1555985042.5719242,8004,4.576414585113525
1555985043.1703234,8054,5.17642879486084
1555985043.9282947,8104,5.72603178024292
1555985044.720177,8154,4.649247169494629
1555985045.568905,8204,4.026340007781982
1555985046.2211607,8254,5.072848796844482
1555985046.7397733,8304,4.395318031311035
1555985047.4648354,8354,4.376435279846191
1555985048.062236,8404,4.5752739906311035
1555985050.4797666,8492,4.318408489227295
1555985051.0412652,8542,4.467716217041016
1555985051.7024965,8592,3.927354335784912
1555985052.1792192,8642,4.580503463745117
1555985052.6768885,8692,4.377529144287109
1555985053.3670423,8742,4.297154903411865
1555985053.8597233,8792,4.160506248474121
1555985054.377339,8842,4.040274143218994
1555985055.3188198,8942,3.96952223777771
1555985055.8284578,8992,4.379546165466309
1555985056.3630269,9042,4.42303466796875
1555985056.841746,9092,4.274988174438477
1555985057.346398,9142,4.226503372192383
1555985057.804171,9192,3.7015280723571777
1555985058.2469857,9242,5.600101947784424
1555985058.6947875,9292,4.855368137359619
1555985059.123641,9342,4.806739330291748
1555985059.9274898,9430,3.930049180984497
1555985060.3752992,9480,3.6871018409729004
1555985060.810128,9530,4.002352714538574
1555985061.2419732,9580,4.117636203765869
1555985061.6738172,9630,3.457374334335327
1555985062.1116457,9680,4.621325492858887
1555985062.5454853,9730,3.838792324066162
1555985063.009244,9780,3.873823404312134
1555985063.4630303,9830,3.7553913593292236
1555985063.9357655,9880,4.067165374755859
1555985064.3755898,9930,4.010437965393066
1555985064.8423412,9980,3.718710422515869
1555985065.8576248,10080,3.380521774291992
1555985066.343325,10130,4.5734944343566895
1555985070.3127062,10368,3.913494825363159
1555985070.7884326,10418,3.222224712371826
1555985071.2571774,10468,3.985382318496704
1555985071.689022,10518,4.13679313659668
1555985072.1039124,10568,3.7231667041778564
1555985072.5188036,10618,3.782182216644287
1555985073.4592862,10718,3.7105188369750977
1555985073.9828856,10768,3.593837261199951
1555985074.4695923,10818,3.534797191619873
1555985074.940325,10868,3.963587760925293
1555985075.366186,10918,3.477897882461548
1555985076.1321352,11018,3.3609867095947266
1555985076.5540066,11068,3.903029203414917
1555985076.9469554,11118,4.090030193328857
1555985077.3139734,11168,3.54252290725708
1555985077.6969485,11218,2.925358772277832
1555985078.403059,11306,3.275857925415039
1555985078.7930167,11356,3.6854043006896973
1555985079.1849744,11406,3.913264036178589
1555985079.6307743,11456,3.079160213470459
1555985080.0526464,11506,3.628504991531372
1555985080.4475892,11556,3.495392322540283
1555985080.8345547,11606,3.4283905029296875
1555985081.3820915,11656,2.9696788787841797
1555985082.490125,11756,4.160824298858643
1555985083.132408,11806,2.8705692291259766
1555985083.6260872,11856,3.115593194961548
1555985084.0300052,11906,2.7870559692382812
1555985084.405999,11956,3.3038692474365234
1555985084.8348544,12006,3.533521890640259
1555985085.2487454,12056,3.48366117477417
1555985085.6895645,12106,3.2498812675476074
1555985086.040636,12156,3.245940685272217
1555985087.8258493,12244,2.6956305503845215
1555985088.167935,12294,2.706449508666992
1555985089.0675285,12394,2.9959652423858643
1555985089.4774306,12444,2.9423956871032715
1555985089.8604062,12494,3.6397104263305664
1555985090.2044854,12544,3.036609649658203
1555985090.582475,12594,3.447786808013916
1555985090.9734292,12644,2.930655002593994
1555985091.3334656,12694,2.8386857509613037
1555985091.6994853,12744,2.887974739074707
1555985092.0675013,12794,3.112414598464966
1555985092.4574583,12844,3.700587272644043
1555985092.80054,12894,2.759373903274536
1555985093.1525974,12944,2.8768115043640137
1555985093.5006669,12994,2.8097705841064453
1555985093.878656,13044,2.739046096801758
1555985094.252655,13094,3.1968533992767334
1555985094.895935,13182,2.5105044841766357
1555985095.2649477,13232,3.2397336959838867
1555985095.6279755,13282,2.7954134941101074
1555985096.0289066,13332,2.7573280334472656
1555985096.4786994,13382,2.2936863899230957
1555985096.8437219,13432,2.7302072048187256
1555985097.2606068,13482,3.255934476852417
1555985097.6146603,13532,3.156039237976074
1555985098.0175827,13582,2.9010300636291504
1555985098.3536835,13632,2.5751655101776123
1555985098.742643,13682,2.6878933906555176
1555985099.08772,13732,2.951193332672119
1555985099.4806674,13782,2.847241163253784
1555985099.8426998,13832,2.8867130279541016
1555985100.560778,13932,3.1566693782806396
1555985100.9457483,13982,2.7729523181915283
1555985101.3267298,14032,3.0892977714538574
1555985103.6923995,14170,2.867849826812744
1555985104.0883396,14220,2.5527403354644775
1555985104.4753041,14270,3.244504451751709
1555985104.8323488,14320,2.6739118099212646
1555985105.228292,14370,2.3295962810516357
1555985105.6292174,14420,2.368666410446167
1555985106.02815,14470,2.4095592498779297
1555985106.4360595,14520,3.341935634613037
1555985106.787121,14570,2.8131263256073
1555985107.1681013,14620,2.5698022842407227
1555985107.534121,14670,2.1301167011260986
1555985107.9410322,14720,3.411212205886841
1555985108.3150325,14770,1.9835745096206665
1555985108.8665655,14820,2.9937007427215576
1555985109.3313134,14870,2.6758270263671875
1555985109.698331,14920,2.45772385597229
1555985110.0942724,14970,2.688328742980957
1555985111.3070273,15108,2.361520290374756
1555985112.021117,15208,1.7458792924880981
1555985112.3602087,15258,2.717580556869507
1555985112.769116,15308,2.4289186000823975
1555985113.2149236,15358,2.5355567932128906
1555985113.684666,15408,2.4920973777770996
1555985114.1244884,15458,2.602008581161499
1555985114.5204298,15508,2.4583330154418945
1555985114.9492826,15558,2.4035353660583496
1555985115.30134,15608,2.5205531120300293
1555985115.8708165,15658,2.8902390003204346
1555985116.3485413,15708,2.4477012157440186
1555985116.8322446,15758,2.735358953475952
1555985117.2311776,15808,2.26753306388855
1555985117.6251233,15858,2.200955390930176
1555985120.0775614,16046,2.1495158672332764
1555985120.4784892,16096,2.420407295227051
1555985120.9103336,16146,2.0031073093414307
1555985121.2594016,16196,2.365248680114746
1555985121.596498,16246,2.1190428733825684
1555985122.4950945,16346,2.0303356647491455
1555985122.8760755,16396,2.458115816116333
1555985123.3587837,16446,1.83147394657135
1555985123.6789281,16496,2.740069627761841
1555985124.025001,16546,2.4423623085021973
1555985124.3790538,16596,2.1751890182495117
1555985124.7929473,16646,2.3640241622924805
1555985125.179912,16696,2.2427282333374023
1555985125.5319695,16746,2.3609819412231445
1555985125.8800373,16796,2.1064462661743164
1555985126.2320974,16846,2.104794979095459
1555985126.8663986,16934,2.317716360092163
1555985127.2114751,16984,2.0627503395080566
1555985127.564531,17034,1.9700429439544678
1555985127.9485037,17084,1.9201092720031738
1555985128.3454418,17134,2.302326202392578
1555985128.9508226,17184,1.7056351900100708
1555985129.7197642,17234,2.0788004398345947
1555985130.150612,17284,2.3106493949890137
1555985130.5206215,17334,2.220621109008789
1555985131.0332503,17384,1.621992588043213
1555985131.5000029,17434,2.382687568664551
1555985131.9637604,17484,1.8399388790130615
1555985132.463424,17534,2.475759983062744
1555985132.903248,17584,2.0742037296295166
1555985133.377977,17634,2.4460833072662354
1555985133.8397422,17684,1.869813323020935
1555985134.2596364,17734,1.8388378620147705
1555985134.670519,17784,2.2565534114837646
1555985136.2981653,17872,1.8392038345336914
1555985136.6711671,17922,1.7510876655578613
1555985137.061124,17972,2.2359049320220947
1555985137.4810007,18022,1.8416714668273926
1555985137.8869145,18072,2.042126178741455
1555985138.409516,18122,1.8564870357513428
1555985138.8214128,18172,1.6902070045471191
1555985139.2073805,18222,2.16815185546875
1555985139.6013267,18272,2.2461936473846436
1555985139.958372,18322,2.0688271522521973
1555985140.3602972,18372,1.6983447074890137
1555985140.773193,18422,1.8203544616699219
1555985141.219996,18472,1.8192963600158691
1555985141.5860174,18522,1.7206629514694214
1555985141.9540334,18572,1.684877634048462
1555985142.360944,18622,1.8308817148208618
1555985142.7419245,18672,2.1785318851470947
1555985143.1348732,18722,2.106088399887085
1555985143.8649209,18810,1.3862850666046143
1555985144.2528825,18860,1.857871651649475
1555985144.6757503,18910,1.9273061752319336
1555985145.1744163,18960,1.4464123249053955
1555985145.5553977,19010,1.9691098928451538
1555985145.9014711,19060,2.261439323425293
1555985146.2485435,19110,2.0074286460876465
1555985146.6105745,19160,1.6917634010314941
1555985146.9875662,19210,1.6996934413909912
1555985147.8143547,19310,1.89765465259552
1555985148.2043111,19360,1.63419508934021
1555985148.5763164,19410,1.6155081987380981
1555985149.0171356,19460,1.7743855714797974
1555985149.3981173,19510,1.6683872938156128
1555985149.824974,19560,1.5921634435653687
1555985150.1800244,19610,1.8866304159164429
1555985150.621845,19660,2.4730257987976074
1555985152.175686,19748,2.1011502742767334
1555985152.5666394,19798,1.5191928148269653
1555985152.9396405,19848,1.1089309453964233
1555985153.3266065,19898,1.7159769535064697
1555985153.8103118,19948,1.4636707305908203
1555985154.217223,19998,1.8803462982177734
1555985154.892417,20048,1.7213425636291504
1555985155.2743945,20098,1.4948146343231201
1555985155.6294453,20148,1.5292173624038696
1555985155.9894822,20198,1.417797327041626
1555985156.4143448,20248,1.8395309448242188
1555985156.8382103,20298,1.5888127088546753
1555985157.3947291,20348,1.614438533782959
1555985157.8375373,20398,1.9435185194015503
1555985158.2434623,20448,1.9093036651611328
1555985158.6214404,20498,1.8596633672714233
1555985159.3455026,20598,1.8444664478302002
1555985159.9608572,20686,1.711249828338623
1555985160.3418367,20736,1.6136269569396973
1555985160.7058635,20786,1.4655545949935913
1555985161.0599165,20836,1.3167623281478882
1555985161.86177,20936,1.3499654531478882
1555985162.3763945,20986,1.5115911960601807
1555985162.800259,21036,1.3256711959838867
1555985163.1503236,21086,1.7797924280166626
1555985163.5123544,21136,1.781195878982544
1555985163.886354,21186,1.2289594411849976
1555985164.7699897,21286,1.5677664279937744
1555985168.4920332,21386,1.2165066003799438
1555985169.3048575,21436,1.4906084537506104
1555985169.7676191,21486,1.4706541299819946
1555985171.9467893,21624,1.0689613819122314
1555985172.4913328,21674,1.1066395044326782
1555985172.9590807,21724,1.6903986930847168
1555985174.1638587,21824,1.72748863697052
1555985174.7114022,21874,1.2491788864135742
1555985175.0973594,21924,1.2935218811035156
1555985175.602009,21974,1.662123680114746
1555985176.036846,22024,1.7797776460647583
1555985176.5045953,22074,1.6544424295425415
1555985177.0461464,22124,1.4268230199813843
1555985177.415159,22174,1.773789405822754
1555985177.7871642,22224,1.5204473733901978
1555985178.17712,22274,1.4378535747528076
1555985178.6628206,22324,1.128332257270813
1555985179.4287705,22374,1.3584377765655518
1555985179.9294364,22424,1.319854736328125
1555985181.1591425,22562,1.2861322164535522
1555985182.1903837,22662,1.30753493309021
1555985182.6910434,22712,1.1001182794570923
1555985183.1907063,22762,1.2613518238067627
1555985183.5597188,22812,1.0753940343856812
1555985183.93671,22862,1.1436619758605957
1555985184.3107095,22912,1.3390064239501953
1555985184.6867037,22962,1.144599199295044
1555985185.088629,23012,1.5716683864593506
1555985185.4506614,23062,1.4243736267089844
1555985186.20963,23162,1.202341914176941
1555985186.77412,23212,1.6224039793014526
1555985187.1361504,23262,1.3881380558013916
1555985187.4912,23312,1.2797001600265503
1555985187.8661976,23362,1.4498587846755981
1555985188.2192533,23412,1.5933120250701904
1555985189.9895163,23500,1.264143943786621
